Datetime,Seconds for HTTP GET by IP,Seconds for HTTP GET by Hostname
2018-03-26T07:28:35Z,0.01,0.04
2018-03-26T07:28:45Z,0.01,0.07
2018-03-26T07:28:55Z,0.01,0.04
2018-03-26T07:29:05Z,0.01,0.02
2018-03-26T07:29:16Z,0.01,0.04
2018-03-26T07:29:26Z,0.01,0.02
2018-03-26T07:29:36Z,0.03,0.02
2018-03-26T07:29:46Z,0.01,0.04
2018-03-26T07:29:56Z,0.01,0.02
2018-03-26T07:30:06Z,0.01,0.04
2018-03-26T07:30:16Z,0.01,0.04
2018-03-26T07:30:26Z,0.01,0.04
2018-03-26T07:30:36Z,0.01,0.01
2018-03-26T07:30:46Z,0.01,0.01
2018-03-26T07:30:56Z,0.03,0.09
2018-03-26T07:31:06Z,0.04,0.04
2018-03-26T07:31:16Z,0.04,0.07
2018-03-26T07:31:27Z,0.01,0.03
2018-03-26T07:31:37Z,0.01,0.04
2018-03-26T07:31:47Z,0.01,0.03
2018-03-26T07:31:57Z,0.01,0.03
2018-03-26T07:32:07Z,0.01,0.02
2018-03-26T07:32:17Z,0.01,0.04
2018-03-26T07:32:27Z,0.01,0.04
2018-03-26T07:32:37Z,0.01,0.05
2018-03-26T07:32:47Z,0.01,0.03
2018-03-26T07:32:57Z,0.01,0.02
2018-03-26T07:33:07Z,0.01,0.02
2018-03-26T07:33:17Z,0.01,0.02
2018-03-26T07:33:27Z,0.01,0.02
2018-03-26T07:33:37Z,0.01,0.04
2018-03-26T07:33:47Z,0.01,0.02
2018-03-26T07:33:57Z,0.01,0.02
2018-03-26T07:34:07Z,0.02,0.03
2018-03-26T07:34:18Z,0.01,0.03
2018-03-26T07:34:28Z,0.02,0.02
2018-03-26T07:34:38Z,0.01,0.02
2018-03-26T07:34:48Z,0.01,0.05
2018-03-26T07:34:58Z,0.01,0.04
2018-03-26T07:35:08Z,0.02,0.04
2018-03-26T07:35:18Z,0.01,0.04
2018-03-26T07:35:28Z,0.01,0.03
2018-03-26T07:35:38Z,0.02,0.02
2018-03-26T07:35:48Z,0.01,0.04
2018-03-26T07:35:58Z,0.01,0.02
2018-03-26T07:36:08Z,0.01,0.05
2018-03-26T07:36:18Z,0.04,0.10
2018-03-26T07:36:29Z,0.02,0.05
2018-03-26T07:36:39Z,0.02,0.03
2018-03-26T07:36:49Z,0.02,0.04
2018-03-26T07:36:59Z,0.02,0.04
2018-03-26T07:37:09Z,0.01,0.04
2018-03-26T07:37:19Z,0.02,0.01
2018-03-26T07:37:29Z,0.02,0.04
2018-03-26T07:37:39Z,0.02,0.04
2018-03-26T07:37:49Z,0.01,0.03
2018-03-26T07:37:59Z,0.01,0.02
2018-03-26T07:38:09Z,0.02,0.04
2018-03-26T07:38:19Z,0.02,0.02
2018-03-26T07:38:29Z,0.01,0.04
2018-03-26T07:38:40Z,0.01,0.04
2018-03-26T07:38:50Z,0.01,0.04
2018-03-26T07:39:00Z,0.02,0.03
2018-03-26T07:39:10Z,0.01,0.02
2018-03-26T07:39:20Z,0.01,0.04
2018-03-26T07:39:30Z,0.02,0.02
2018-03-26T07:39:40Z,0.01,0.03
2018-03-26T07:39:50Z,0.01,0.03
2018-03-26T07:40:00Z,0.02,0.04
2018-03-26T07:40:10Z,0.01,0.03
2018-03-26T07:40:20Z,0.01,0.04
2018-03-26T07:40:30Z,0.08,0.04
2018-03-26T07:40:40Z,0.02,0.04
2018-03-26T07:40:51Z,0.01,0.08
2018-03-26T07:41:01Z,0.01,0.04
2018-03-26T07:41:11Z,0.01,0.01
2018-03-26T07:41:21Z,0.04,0.10
2018-03-26T07:41:31Z,0.01,0.03
2018-03-26T07:41:41Z,0.02,0.05
2018-03-26T07:41:51Z,0.01,0.05
2018-03-26T07:42:01Z,0.01,0.04
2018-03-26T07:42:11Z,0.01,0.04
2018-03-26T07:42:21Z,0.01,0.05
2018-03-26T07:42:31Z,0.01,0.04
2018-03-26T07:42:42Z,0.02,0.04
2018-03-26T07:42:52Z,0.02,0.02
2018-03-26T07:43:02Z,0.01,0.03
2018-03-26T07:43:12Z,0.02,0.02
2018-03-26T07:43:22Z,0.02,0.04
2018-03-26T07:43:32Z,0.01,0.04
2018-03-26T07:43:42Z,0.01,0.03
2018-03-26T07:43:52Z,0.01,0.04
2018-03-26T07:44:02Z,0.01,0.03
2018-03-26T07:44:12Z,0.01,0.02
2018-03-26T07:44:22Z,0.01,0.04
2018-03-26T07:44:32Z,0.01,0.03
2018-03-26T07:44:42Z,0.01,0.02
2018-03-26T07:44:52Z,0.02,0.10
2018-03-26T07:45:03Z,0.01,0.04
2018-03-26T07:45:13Z,0.02,0.04
2018-03-26T07:45:23Z,0.01,0.03
2018-03-26T07:45:33Z,0.01,0.04
2018-03-26T07:45:43Z,0.01,0.03
2018-03-26T07:45:53Z,0.01,0.05
2018-03-26T07:46:03Z,0.02,0.04
2018-03-26T07:46:13Z,0.01,0.04
2018-03-26T07:46:23Z,0.02,0.03
2018-03-26T07:46:33Z,0.01,0.02
2018-03-26T07:46:43Z,0.01,0.02
2018-03-26T07:46:53Z,0.01,0.03
2018-03-26T07:47:03Z,0.01,0.05
2018-03-26T07:47:14Z,0.01,0.02
2018-03-26T07:47:24Z,0.02,0.02
2018-03-26T07:47:34Z,0.01,0.07
2018-03-26T07:47:44Z,0.01,0.02
2018-03-26T07:47:54Z,0.02,0.02
2018-03-26T07:48:04Z,0.01,0.04
2018-03-26T07:48:14Z,0.01,0.04
2018-03-26T07:48:24Z,0.02,0.04
2018-03-26T07:48:34Z,0.03,0.02
