Datetime,Seconds for HTTP GET by IP,Seconds for HTTP GET by Hostname
2018-03-26T05:25:01Z,0.01,0.01
2018-03-26T05:25:11Z,0.01,0.03
2018-03-26T05:25:21Z,0.02,0.03
2018-03-26T05:25:31Z,0.01,5.52
2018-03-26T05:25:47Z,0.02,0.02
2018-03-26T05:25:57Z,0.01,0.02
2018-03-26T05:26:07Z,0.01,5.53
2018-03-26T05:26:22Z,0.02,0.03
2018-03-26T05:26:32Z,0.01,0.03
2018-03-26T05:26:42Z,0.01,0.27
2018-03-26T05:26:53Z,0.02,0.04
2018-03-26T05:27:03Z,0.01,5.53
2018-03-26T05:27:18Z,0.01,0.02
2018-03-26T05:27:28Z,0.01,0.03
2018-03-26T05:27:39Z,0.01,0.02
2018-03-26T05:27:49Z,0.02,0.02
2018-03-26T05:27:59Z,0.01,0.03
2018-03-26T05:28:09Z,0.01,0.02
2018-03-26T05:28:19Z,0.01,0.03
2018-03-26T05:28:29Z,0.07,0.02
2018-03-26T05:28:39Z,0.02,0.03
2018-03-26T05:28:49Z,0.01,5.54
2018-03-26T05:29:05Z,0.01,0.04
2018-03-26T05:29:15Z,0.01,0.03
2018-03-26T05:29:25Z,0.01,0.03
2018-03-26T05:29:35Z,0.03,0.02
2018-03-26T05:29:45Z,0.01,0.25
2018-03-26T05:29:55Z,0.01,0.04
2018-03-26T05:30:05Z,0.01,0.07
2018-03-26T05:30:15Z,0.07,0.03
2018-03-26T05:30:25Z,0.01,0.01
2018-03-26T05:30:35Z,0.01,0.02
2018-03-26T05:30:46Z,0.01,5.53
2018-03-26T05:31:01Z,0.01,0.02
2018-03-26T05:31:11Z,0.02,0.02
2018-03-26T05:31:21Z,0.01,0.03
2018-03-26T05:31:31Z,0.01,0.11
2018-03-26T05:31:41Z,0.01,0.02
2018-03-26T05:31:51Z,0.01,5.53
2018-03-26T05:32:07Z,0.01,0.03
2018-03-26T05:32:17Z,0.01,0.03
2018-03-26T05:32:27Z,0.11,0.02
2018-03-26T05:32:37Z,0.01,0.16
2018-03-26T05:32:47Z,0.01,0.03
2018-03-26T05:32:58Z,0.02,0.04
2018-03-26T05:33:08Z,0.01,0.27
2018-03-26T05:33:18Z,0.01,0.03
2018-03-26T05:33:28Z,0.02,5.53
2018-03-26T05:33:44Z,0.01,0.02
2018-03-26T05:33:54Z,0.01,0.04
2018-03-26T05:34:04Z,0.02,0.03
2018-03-26T05:34:14Z,0.03,0.04
2018-03-26T05:34:24Z,0.01,0.03
2018-03-26T05:34:34Z,0.01,0.05
2018-03-26T05:34:44Z,0.02,0.02
2018-03-26T05:34:54Z,0.02,0.02
2018-03-26T05:35:04Z,0.01,0.02
2018-03-26T05:35:14Z,0.02,0.02
2018-03-26T05:35:24Z,0.02,0.02
2018-03-26T05:35:34Z,0.02,0.03
2018-03-26T05:35:44Z,0.02,0.02
2018-03-26T05:35:54Z,0.02,0.03
2018-03-26T05:36:05Z,0.02,0.02
2018-03-26T05:36:15Z,0.01,0.02
2018-03-26T05:36:25Z,0.01,0.03
2018-03-26T05:36:35Z,0.01,0.03
2018-03-26T05:36:45Z,0.02,0.03
2018-03-26T05:36:55Z,0.01,0.02
2018-03-26T05:37:05Z,0.01,5.53
2018-03-26T05:37:20Z,0.01,0.26
2018-03-26T05:37:31Z,0.01,5.52
2018-03-26T05:37:46Z,0.02,5.53
2018-03-26T05:38:02Z,0.02,0.02
2018-03-26T05:38:12Z,0.01,0.03
2018-03-26T05:38:22Z,0.01,6.67
2018-03-26T05:38:39Z,0.02,0.03
2018-03-26T05:38:49Z,0.01,5.53
2018-03-26T05:39:04Z,0.01,0.01
2018-03-26T05:39:14Z,0.01,0.02
2018-03-26T05:39:24Z,0.03,0.03
2018-03-26T05:39:34Z,0.01,0.04
2018-03-26T05:39:45Z,0.02,0.03
2018-03-26T05:39:55Z,0.01,0.03
2018-03-26T05:40:05Z,0.01,0.02
2018-03-26T05:40:15Z,0.01,5.53
2018-03-26T05:40:30Z,0.01,0.02
2018-03-26T05:40:40Z,0.01,0.03
2018-03-26T05:40:50Z,0.01,0.03
2018-03-26T05:41:01Z,0.01,0.03
2018-03-26T05:41:11Z,0.02,0.02
2018-03-26T05:41:21Z,0.01,5.53
2018-03-26T05:41:36Z,0.01,0.03
2018-03-26T05:41:46Z,0.01,0.02
2018-03-26T05:41:56Z,0.01,5.53
2018-03-26T05:42:12Z,0.01,0.03
2018-03-26T05:42:22Z,0.02,5.53
2018-03-26T05:42:38Z,0.01,0.27
2018-03-26T05:42:48Z,0.01,5.53
2018-03-26T05:43:03Z,0.01,0.02
2018-03-26T05:43:13Z,0.01,0.03
2018-03-26T05:43:24Z,0.01,0.02
2018-03-26T05:43:34Z,0.01,0.02
2018-03-26T05:43:44Z,0.01,0.03
2018-03-26T05:43:54Z,0.02,0.02
2018-03-26T05:44:04Z,0.01,0.02
2018-03-26T05:44:14Z,0.02,0.02
2018-03-26T05:44:24Z,0.01,0.03
2018-03-26T05:44:34Z,0.02,0.02
2018-03-26T05:44:44Z,0.01,0.02
2018-03-26T05:44:54Z,0.01,0.03
2018-03-26T05:45:04Z,0.01,0.04
2018-03-26T05:45:14Z,0.01,0.02
2018-03-26T05:45:24Z,0.02,0.03
2018-03-26T05:45:34Z,0.02,0.27
2018-03-26T05:45:45Z,0.01,0.26
2018-03-26T05:45:55Z,0.06,0.02
2018-03-26T05:46:05Z,0.02,0.03
2018-03-26T05:46:15Z,0.02,0.02
